DEPARTAMEN,PROVINCIA,DISTRITO,mean,min,max,std,amplitud_p90_p10,CLASE_P10_P90
APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,7.9964040120442705,5.178802013397217,10.493887901306152,2.0150863779366945,4.722877502441406,INTERMEDIO (p10–p90)
PUNO,CARABAYA,CORANI,-2.667100617379853,-5.383349895477295,0.2577199637889862,1.4869796679991856,3.5943670511245727,FRÍO (≤ p10)
CUSCO,CANCHIS,PITUMARCA,-2.5235663519965277,-5.752408504486084,1.9549318552017212,1.7867955508217177,4.748917192220688,FRÍO (≤ p10)
APURIMAC,ANDAHUAYLAS,TURPO,5.467295169830322,4.484907627105713,6.928436279296875,0.9549770403015301,1.9897452354431158,INTERMEDIO (p10–p90)
ICA,PISCO,SAN ANDRES,15.58758544921875,15.142189979553223,16.302474975585938,0.31361464434770736,0.6194036483764638,INTERMEDIO (p10–p90)
APURIMAC,COTABAMBAS,TAMBOBAMBA,3.490147272745768,0.24452556669712067,10.175768852233887,2.7077825100418886,6.393083703517914,INTERMEDIO (p10–p90)
CUSCO,QUISPICANCHI,QUIQUIJANA,2.3382863998413086,0.43662914633750916,5.244441509246826,1.4869335939346424,3.7489559888839725,INTERMEDIO (p10–p90)
CUSCO,ACOMAYO,RONDOCAN,4.235628763834636,0.49727344512939453,7.869826793670654,2.5955163499239404,6.072644889354706,INTERMEDIO (p10–p90)
APURIMAC,ANDAHUAYLAS,HUANCARAY,5.762750625610352,3.848395347595215,7.171335697174072,1.4059519704056826,2.9452561378479007,INTERMEDIO (p10–p90)
CUSCO,PARURO,PACCARITAMBO,6.492543792724609,3.5748291015625,8.533965110778809,1.6425097852654524,3.389991569519043,INTERMEDIO (p10–p90)
ICA,PISCO,TUPAC AMARU INCA,15.951094627380371,15.863967895507812,16.03822135925293,0.0871267318725586,0.13940277099609233,INTERMEDIO (p10–p90)
APURIMAC,ABANCAY,LAMBRAMA,5.466081318102385,0.8973261713981628,11.222735404968262,3.231919079569043,8.44962465763092,INTERMEDIO (p10–p90)
ICA,PISCO,PISCO,,,,,,
CUSCO,ACOMAYO,SANGARARA,3.081693172454834,2.8694610595703125,3.2939255237579346,0.2122322320938445,0.3395715713500973,INTERMEDIO (p10–p90)
APURIMAC,AYMARAES,COLCABAMBA,4.3385233879089355,2.4287924766540527,6.248254299163818,1.9097309112548828,3.0555694580078128,INTERMEDIO (p10–p90)
CUSCO,PARURO,PILLPINTO,4.37113602956136,2.2082736492156982,6.145659923553467,1.6307171174184518,3.149909019470215,INTERMEDIO (p10–p90)
PUNO,CARABAYA,MACUSANI,-2.3318739860288558,-3.6981287002563477,-0.13975250720977783,0.9035686963287128,2.4608823657035828,FRÍO (≤ p10)
CUSCO,PARURO,ACCHA,4.480462755475726,1.4092553853988647,6.800730228424072,1.5438543955296236,3.191917324066162,INTERMEDIO (p10–p90)
APURIMAC,COTABAMBAS,MARA,4.525262069702149,2.836146593093872,6.5127716064453125,1.2667792623766532,2.763133001327515,INTERMEDIO (p10–p90)
APURIMAC,GRAU,HUAYLLATI,6.904055786132813,4.437618255615234,9.133476257324219,1.7879359604996283,3.9474687576293945,INTERMEDIO (p10–p90)
APURIMAC,ABANCAY,CHACOCHE,4.751922607421875,2.1054563522338867,10.328932762145996,2.9314772552404023,6.246206164360046,INTERMEDIO (p10–p90)
APURIMAC,GRAU,CURPAHUASI,1.3001827239990233,0.38601183891296387,3.4651882648468018,0.8562713116498964,1.6102905422449105,INTERMEDIO (p10–p90)
CUSCO,ACOMAYO,ACOS,5.807657623291016,4.094035625457764,7.2163872718811035,1.0053525759460868,2.04376335144043,INTERMEDIO (p10–p90)
CUSCO,CANCHIS,CHECACUPE,-2.1433430375724005,-4.2296013832092285,5.1934733390808105,2.2915712419406327,4.766033720970152,FRÍO (≤ p10)
APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,3.3582681020100913,2.4808876514434814,5.5004119873046875,0.8885681494377483,1.9155219554901128,INTERMEDIO (p10–p90)
PUNO,SANDIA,ALTO INAMBARI,13.484458591627037,9.035490036010742,15.61331844329834,1.5766779344803452,4.128289222717285,INTERMEDIO (p10–p90)
APURIMAC,ANDAHUAYLAS,CHIARA,4.9893310546875,2.884826421737671,8.227439880371094,2.2366338004452637,4.755297136306762,INTERMEDIO (p10–p90)
CUSCO,ACOMAYO,ACOMAYO,2.5696678161621094,-0.008562962524592876,5.701630115509033,1.908465536772619,4.385458191391081,INTERMEDIO (p10–p90)
APURIMAC,AYMARAES,SAN JUAN DE CHACNA,4.048184871673584,1.982290267944336,6.53513765335083,1.8594572719043352,3.956401133537293,INTERMEDIO (p10–p90)
APURIMAC,AYMARAES,LUCRE,4.309957027435303,2.4895389080047607,6.976917266845703,1.6534243578171803,3.3056638002395635,INTERMEDIO (p10–p90)
HUANCAVELICA,HUAYTARA,LARAMARCA,4.327050844828288,2.9397222995758057,5.238962173461914,0.8576820456127175,1.930944561958313,INTERMEDIO (p10–p90)
ICA,ICA,SALAS,14.772789364769345,14.080855369567871,15.57412338256836,0.3316976597953195,0.744633674621582,INTERMEDIO (p10–p90)
CUSCO,PARURO,COLCHA,6.78369140625,5.009533405303955,7.847351551055908,1.262777018734623,2.270254516601562,INTERMEDIO (p10–p90)
CUSCO,QUISPICANCHI,CUSIPATA,2.034071786063058,-0.6779438853263855,4.387662410736084,1.5983066664799708,3.726854479312897,INTERMEDIO (p10–p90)
APURIMAC,AYMARAES,TINTAY,5.248664093017578,1.9615753889083862,9.552932739257812,3.0076279763807756,6.710117030143737,INTERMEDIO (p10–p90)
APURIMAC,ABANCAY,CIRCA,5.169278717041015,1.396424651145935,11.908600807189941,3.269800672172178,9.035974287986756,INTERMEDIO (p10–p90)
APURIMAC,COTABAMBAS,COYLLURQUI,4.1358073098318915,1.0175355672836304,9.836347579956055,2.9749098083443033,7.506439197063448,INTERMEDIO (p10–p90)
CUSCO,PARURO,CCAPI,6.677038192749023,3.3169658184051514,10.644606590270996,2.8598256039296195,6.746756839752197,INTERMEDIO (p10–p90)
ICA,PISCO,PARACAS,15.149951171875,13.824851036071777,16.165979385375977,0.6143729621851668,1.5962633132934574,INTERMEDIO (p10–p90)
HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,7.352226893107097,4.827918529510498,9.946091651916504,2.090064209032195,4.0945384979248045,INTERMEDIO (p10–p90)
ICA,ICA,SAN JOSE DE LOS MOLINOS,13.212913513183594,9.747170448303223,14.292021751403809,1.2069413181324835,1.5350982666015618,INTERMEDIO (p10–p90)
CUSCO,QUISPICANCHI,HUARO,3.210362434387207,0.3840242922306061,6.747678756713867,2.3825424898544747,5.047389653325081,INTERMEDIO (p10–p90)
APURIMAC,ABANCAY,PICHIRHUA,5.2474846473106975,2.0904808044433594,10.800987243652344,2.7364449698592863,6.080233049392701,INTERMEDIO (p10–p90)
APURIMAC,COTABAMBAS,COTABAMBAS,6.542757207697088,0.11108266562223434,11.391297340393066,3.718558815427779,9.714605510234833,INTERMEDIO (p10–p90)
PUNO,PUNO,PLATERIA,1.2567510604858398,-1.4625076055526733,4.694644451141357,2.1795732743454987,5.563409620523453,INTERMEDIO (p10–p90)
CUSCO,QUISPICANCHI,LUCRE,2.848470687866211,0.6986576914787292,5.236990928649902,1.6326401571544118,3.411846488714218,INTERMEDIO (p10–p90)
APURIMAC,CHINCHEROS,COCHARCAS,8.702457427978516,6.7734527587890625,10.839286804199219,1.8056941949142702,3.7691319465637205,INTERMEDIO (p10–p90)
APURIMAC,ABANCAY,ABANCAY,9.168671502007378,6.239713668823242,13.562588691711426,2.634703044944332,6.791691017150879,INTERMEDIO (p10–p90)
APURIMAC,ABANCAY,TAMBURCO,1.9255318641662598,1.2010031938552856,2.6500604152679443,0.7245286107063318,1.1592457771301268,INTERMEDIO (p10–p90)
APURIMAC,ANDAHUAYLAS,PACUCHA,6.7844664255778,5.1767425537109375,7.685506820678711,0.9661946639081095,2.2032968997955322,INTERMEDIO (p10–p90)
CUSCO,CUSCO,CCORCA,2.0337497711181642,0.8920904994010925,3.2769088745117188,0.8772452402811185,1.9262422919273376,INTERMEDIO (p10–p90)
HUANCAVELICA,HUANCAVELICA,YAULI,2.8495258331298827,0.9942014217376709,3.9158360958099365,0.9855250334757375,2.2389370560646054,INTERMEDIO (p10–p90)
HUANCAVELICA,ACOBAMBA,ROSARIO,5.70059061050415,4.149688243865967,8.949702262878418,1.9264412084681322,3.6416649341583263,INTERMEDIO (p10–p90)
LIMA,YAUYOS,HONGOS,2.1680381298065186,0.4167865216732025,6.4262871742248535,2.4874503145745934,4.477499878406525,INTERMEDIO (p10–p90)
LIMA,CANETE,ASIA,16.23013916015625,16.064342498779297,16.442718505859375,0.1459396643773843,0.35573215484619425,INTERMEDIO (p10–p90)
LIMA,YAUYOS,CATAHUASI,10.297983805338541,8.41561222076416,13.48517894744873,2.2659874730347864,4.055653381347655,INTERMEDIO (p10–p90)
LIMA,YAUYOS,CACRA,4.787786483764648,-0.8867571353912354,13.819202423095703,5.928693950058982,13.8056980073452,INTERMEDIO (p10–p90)
CUSCO,LA CONVENCION,OCOBAMBA,9.240122281588041,1.5785518884658813,18.407407760620117,4.295033213397973,10.810461521148682,INTERMEDIO (p10–p90)
LIMA,YAUYOS,PUTINZA,8.151079177856445,3.301623582839966,10.444960594177246,2.8717127613887072,5.412188458442687,INTERMEDIO (p10–p90)
HUANCAVELICA,ACOBAMBA,PAUCARA,2.2613284247262135,0.798163890838623,3.7686073780059814,0.9859630220856499,2.437371611595154,INTERMEDIO (p10–p90)
HUANCAVELICA,HUANCAVELICA,PALCA,2.422459602355957,1.5278769731521606,3.2242343425750732,0.6956373913928483,1.35708589553833,INTERMEDIO (p10–p90)
MADRE DE DIOS,TAMBOPATA,INAMBARI,22.177240210843372,20.85935401916504,22.562074661254883,0.27988449938134174,0.6104526519775391,CÁLIDO (≥ p90)
HUANCAVELICA,ACOBAMBA,ANDABAMBA,6.357131004333496,4.285947322845459,8.428315162658691,2.07118391990663,3.313894271850586,INTERMEDIO (p10–p90)
HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,-0.2107374668121338,-1.1097707748413086,1.6048402786254883,0.7747389906715927,2.0378200948238367,FRÍO (≤ p10)
LIMA,CANETE,MALA,16.395235697428387,16.110963821411133,16.5999813079834,0.17078395451129177,0.3749876022338867,INTERMEDIO (p10–p90)
LIMA,YAUYOS,TUPE,2.0704101986355252,-1.1847562789916992,10.457276344299316,3.5226873237490857,7.447116947174074,INTERMEDIO (p10–p90)
LIMA,CANETE,SAN ANTONIO,16.383899688720703,16.350358963012695,16.417442321777344,0.0335416793958819,0.05366668701172017,INTERMEDIO (p10–p90)
LIMA,LIMA,JESUS MARIA,,,,,,
HUANCAVELICA,ANGARAES,CCOCHACCASA,1.6316467920939128,0.9544255137443542,2.3182790279388428,0.5568306301889674,1.0910828113555906,INTERMEDIO (p10–p90)
LIMA,YAUYOS,MADEAN,2.837686538696289,1.3948898315429688,5.388210773468018,1.2778397484529669,2.7926492452621465,INTERMEDIO (p10–p90)
CUSCO,LA CONVENCION,MARANURA,14.011934916178385,9.899638175964355,16.48961067199707,2.3234081682679255,5.303885459899902,INTERMEDIO (p10–p90)
HUANCAVELICA,CASTROVIRREYNA,AURAHUA,0.4131118334256686,-0.790992259979248,2.6515634059906006,0.9639156722779658,2.235207891464234,FRÍO (≤ p10)
HUANCAVELICA,ANGARAES,CALLANMARCA,6.553836345672607,6.553836345672607,6.553836345672607,0.0,0.0,INTERMEDIO (p10–p90)
LIMA,YAUYOS,VINAC,6.116159057617187,0.6220516562461853,11.599038124084473,3.728053797363655,8.090541207790375,INTERMEDIO (p10–p90)
LIMA,YAUYOS,CHOCOS,11.607571193150111,8.176522254943848,15.013386726379395,2.421098630666455,5.982971000671387,INTERMEDIO (p10–p90)
LIMA,HUARAL,SAN MIGUEL DE ACOS,12.372517585754395,12.372517585754395,12.372517585754395,0.0,0.0,INTERMEDIO (p10–p90)
LIMA,HUARAL,HUARAL,15.990687779017858,13.091504096984863,16.499364852905273,0.7515355451908627,1.0946826934814453,INTERMEDIO (p10–p90)
JUNIN,YAULI,MARCAPOMACOCHA,-0.3394249554338126,-1.3655762672424316,1.0827687978744507,0.5827976482125116,1.4782874703407287,FRÍO (≤ p10)
CUSCO,CUSCO,SAN SEBASTIAN,4.588046073913574,4.445398807525635,4.730693340301514,0.14264726638793945,0.22823562622070348,INTERMEDIO (p10–p90)
CUSCO,QUISPICANCHI,OROPESA,3.603252092997233,2.0555994510650635,4.600979328155518,1.1095203995565783,2.0363039016723636,INTERMEDIO (p10–p90)
LIMA,YAUYOS,TAURIPAMPA,9.556850657743567,2.4200327396392822,13.513903617858887,3.4086523498128507,8.449386978149413,INTERMEDIO (p10–p90)
HUANCAVELICA,HUANCAVELICA,MANTA,2.079986000061035,0.7212424874305725,3.0609073638916016,0.9818782982531088,2.1607281804084777,INTERMEDIO (p10–p90)
HUANCAVELICA,HUANCAVELICA,LARIA,1.401092529296875,1.1215931177139282,1.6805920600891113,0.2794994711875979,0.4471991539001463,INTERMEDIO (p10–p90)
CUSCO,CALCA,YANATILE,9.69696044921875,1.8572062253952026,19.01877212524414,3.9031311583075317,9.682016229629518,INTERMEDIO (p10–p90)
HUANCAVELICA,HUANCAVELICA,HUANDO,2.9914725621541343,0.8451266288757324,6.307860851287842,1.91695932508813,4.3985399305820465,INTERMEDIO (p10–p90)
JUNIN,CONCEPCION,CHAMBARA,3.1583495140075684,2.3592588901519775,3.8952786922454834,0.5446051228340021,1.097809648513794,INTERMEDIO (p10–p90)
JUNIN,HUANCAYO,SANO,,,,,,
LIMA,HUAROCHIRI,SANTIAGO DE TUNA,11.269426345825195,9.89754581451416,12.64130687713623,1.3718805313110352,2.1950088500976577,INTERMEDIO (p10–p90)
LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,6.678993225097656,3.7598516941070557,9.968254089355469,2.2102526245544705,4.499877524375917,INTERMEDIO (p10–p90)
JUNIN,CONCEPCION,ACO,3.2522146701812744,3.2522146701812744,3.2522146701812744,0.0,0.0,INTERMEDIO (p10–p90)
LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,2.872181701660156,-0.4482516050338745,8.270722389221191,2.7134923901784442,7.126431560516357,INTERMEDIO (p10–p90)
LIMA,YAUYOS,ALLAUCA,4.73898001278148,0.7987363338470459,11.13144302368164,3.156284984969438,8.155472040176392,INTERMEDIO (p10–p90)
LIMA,LIMA,PUCUSANA,,,,,,
LIMA,LIMA,SANTA MARIA DEL MAR,16.63038444519043,16.63038444519043,16.63038444519043,0.0,0.0,INTERMEDIO (p10–p90)
HUANCAVELICA,HUANCAVELICA,VILCA,1.003556251525879,-1.3717185258865356,3.930572509765625,1.562381990145771,3.5771567702293394,FRÍO (≤ p10)
HUANCAVELICA,HUANCAVELICA,CUENCA,3.2613797187805176,1.9954112768173218,4.527348041534424,1.2659683823585524,2.0255494117736816,INTERMEDIO (p10–p90)
CUSCO,CUSCO,SAYLLA,,,,,,
APURIMAC,CHINCHEROS,RANRACANCHA,4.7652231852213545,3.9526443481445312,5.899105072021484,0.826480054815159,1.557168579101563,INTERMEDIO (p10–p90)
APURIMAC,ANDAHUAYLAS,TALAVERA,7.550289916992187,5.007530212402344,11.585619926452637,2.2752197217430075,4.747912216186524,INTERMEDIO (p10–p90)
JUNIN,HUANCAYO,CHUPURO,2.4148194789886475,2.4148194789886475,2.4148194789886475,0.0,0.0,INTERMEDIO (p10–p90)
LIMA,LIMA,CHORRILLOS,17.78152084350586,17.78152084350586,17.78152084350586,0.0,0.0,INTERMEDIO (p10–p90)
JUNIN,HUANCAYO,VIQUES,,,,,,
LIMA,HUAROCHIRI,SANGALLAYA,3.662081718444824,2.7443153858184814,4.579847812652588,0.917766213417061,1.468425941467285,INTERMEDIO (p10–p90)
LIMA,LIMA,BARRANCO,,,,,,
LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,13.570518493652344,8.381522178649902,16.290634155273438,2.14486477732199,5.174092388153076,INTERMEDIO (p10–p90)
LIMA,LIMA,VILLA MARIA DEL TRIUNFO,16.93012237548828,16.881145477294922,16.979101181030273,0.048977851876960535,0.07836456298828409,INTERMEDIO (p10–p90)
LIMA,LIMA,SAN JUAN DE MIRAFLORES,17.66153335571289,17.626970291137695,17.696096420288086,0.03456306457519531,0.05530090332031534,INTERMEDIO (p10–p90)
JUNIN,HUANCAYO,HUAYUCACHI,5.609083652496338,5.609083652496338,5.609083652496338,0.0,0.0,INTERMEDIO (p10–p90)
JUNIN,CHUPACA,CHONGOS BAJO,0.09671244025230408,0.02595573663711548,0.16746914386749268,0.0707567036151886,0.11321072578430175,FRÍO (≤ p10)
LIMA,HUAROCHIRI,LANGA,7.672454833984375,5.727577209472656,9.617332458496094,1.9448776245117188,3.1118041992187493,INTERMEDIO (p10–p90)
LIMA,YAUYOS,MIRAFLORES,-0.19939847787221274,-0.6250481009483337,0.5312731266021729,0.4007328132309891,0.8870851658284664,FRÍO (≤ p10)
LIMA,LIMA,MIRAFLORES,17.81095314025879,17.81095314025879,17.81095314025879,0.0,0.0,INTERMEDIO (p10–p90)
LIMA,HUAROCHIRI,CUENCA,8.823707580566406,7.268564224243164,11.525989532470703,1.6604711777873793,3.3222239971160903,INTERMEDIO (p10–p90)
HUANCAVELICA,TAYACAJA,HUARIBAMBA,4.9784344264439175,1.6475642919540405,9.099604606628418,2.471320494217707,5.992373657226563,INTERMEDIO (p10–p90)
LIMA,LIMA,SURQUILLO,,,,,,
CUSCO,CUSCO,SAN JERONIMO,3.9918107986450195,2.7836945056915283,4.624565601348877,0.8545885435811703,1.4726968765258786,INTERMEDIO (p10–p90)
CUSCO,QUISPICANCHI,CCARHUAYO,1.1208917617797851,-1.1987671852111816,4.293313980102539,1.7326327925033096,4.064689779281616,FRÍO (≤ p10)
LIMA,HUAROCHIRI,SAN DAMIAN,3.9148970709906683,1.4432368278503418,5.626149654388428,1.4552798878739248,3.6766060829162597,INTERMEDIO (p10–p90)
JUNIN,JAUJA,LEONOR ORDONEZ,3.5952978134155273,2.8939173221588135,4.296678066253662,0.7013803720474344,1.122208595275879,INTERMEDIO (p10–p90)
JUNIN,JAUJA,PACCHA,1.5873245000839233,1.2429574728012085,1.9316915273666382,0.34436702728271484,0.5509872436523438,INTERMEDIO (p10–p90)
JUNIN,HUANCAYO,QUILCAS,1.6778138478597004,-0.24077194929122925,4.573835849761963,1.653328230591803,3.6763445287942886,INTERMEDIO (p10–p90)
JUNIN,HUANCAYO,PARIAHUANCA,3.88002692328559,-0.19371400773525238,8.742585182189941,2.565489999587969,6.445566014945507,INTERMEDIO (p10–p90)
JUNIN,JAUJA,MUQUI,,,,,,
MADRE DE DIOS,MANU,MANU,19.291092546018834,5.5208210945129395,22.403059005737305,3.6949460069910938,8.131746101379395,INTERMEDIO (p10–p90)
JUNIN,CONCEPCION,HEROINAS TOLEDO,1.6108036041259766,1.6108036041259766,1.6108036041259766,0.0,0.0,INTERMEDIO (p10–p90)
JUNIN,HUANCAYO,QUICHUAY,,,,,,
JUNIN,JAUJA,MUQUIYAUYO,4.680494785308838,4.680494785308838,4.680494785308838,0.0,0.0,INTERMEDIO (p10–p90)
JUNIN,JAUJA,HUARIPAMPA,,,,,,
JUNIN,HUANCAYO,INGENIO,2.2038259506225586,0.7990689277648926,3.6085832118988037,1.4047571420669607,2.2476114273071293,INTERMEDIO (p10–p90)
JUNIN,JAUJA,SAN LORENZO,,,,,,
JUNIN,JAUJA,EL MANTARO,4.815361022949219,4.815361022949219,4.815361022949219,0.0,0.0,INTERMEDIO (p10–p90)
LIMA,HUAROCHIRI,SURCO,8.16176986694336,3.511507034301758,10.838332176208496,2.778664721642018,5.291574096679687,INTERMEDIO (p10–p90)
JUNIN,JAUJA,SAUSA,,,,,,
JUNIN,JAUJA,PARCO,3.7487099170684814,3.430269241333008,4.067150592803955,0.31844067573547363,0.5095050811767581,INTERMEDIO (p10–p90)
LIMA,HUAURA,LEONCIO PRADO,4.735293494330512,2.0317680835723877,9.937251091003418,2.5890701197659194,5.183266973495485,INTERMEDIO (p10–p90)
JUNIN,SATIPO,RIO NEGRO,19.081463982077207,17.767038345336914,19.86311149597168,0.6514819705543505,1.667561340332032,INTERMEDIO (p10–p90)
JUNIN,TARMA,SAN PEDRO DE CAJAS,3.252458460190717,0.2823196351528168,7.961887836456299,2.350177050547758,6.164163410663605,INTERMEDIO (p10–p90)
JUNIN,JUNIN,JUNIN,1.2246649957472278,0.03539488837122917,4.28581428527832,1.04371385640229,1.7852050364017487,FRÍO (≤ p10)
JUNIN,JUNIN,ONDORES,1.7980753580729167,1.2099723815917969,2.328298807144165,0.36785520320311127,0.9157811641693114,INTERMEDIO (p10–p90)
JUNIN,TARMA,HUASAHUASI,5.235496520996094,1.4901686906814575,11.298079490661621,2.6487447350889735,6.550721502304077,INTERMEDIO (p10–p90)
LIMA,HUAURA,SAYAN,15.45425754123264,9.523371696472168,16.671228408813477,1.4541340030276517,3.033048820495603,INTERMEDIO (p10–p90)
HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,8.065096855163574,8.065096855163574,8.065096855163574,0.0,0.0,INTERMEDIO (p10–p90)
HUANCAVELICA,CHURCAMPA,LA MERCED,10.557165145874023,9.272467613220215,12.355511665344238,1.19829905154791,2.5199432373046875,INTERMEDIO (p10–p90)
HUANCAVELICA,CHURCAMPA,EL CARMEN,6.644130706787109,5.175346851348877,8.112914085388184,1.4687836170196726,2.3500537872314453,INTERMEDIO (p10–p90)
APURIMAC,ABANCAY,CURAHUASI,6.6635254890688005,0.7023332118988037,14.063902854919434,3.8923393436133162,10.886967658996582,INTERMEDIO (p10–p90)
CUSCO,CUSCO,POROY,3.714651107788086,3.714651107788086,3.714651107788086,0.0,0.0,INTERMEDIO (p10–p90)
APURIMAC,CHINCHEROS,ANCO_HUALLO,5.333312034606934,5.0764031410217285,5.590221405029297,0.2569091320038948,0.4110546112060547,INTERMEDIO (p10–p90)
CUSCO,CUSCO,CUSCO,3.1914971669514975,2.196497917175293,4.0557637214660645,0.7646505539423863,1.4874126434326174,INTERMEDIO (p10–p90)
HUANCAVELICA,HUAYTARA,TAMBO,1.862553358078003,0.08782410621643066,3.367243528366089,1.0244087734082565,2.232821661233902,INTERMEDIO (p10–p90)
CUSCO,PAUCARTAMBO,CAICAY,5.2417802810668945,4.043954372406006,6.533151149749756,1.1054712302655254,2.3087095737457277,INTERMEDIO (p10–p90)
CUSCO,PAUCARTAMBO,HUANCARANI,3.6954574584960938,2.300370931625366,4.66211462020874,0.8819522064299937,1.9105717182159418,INTERMEDIO (p10–p90)
CUSCO,QUISPICANCHI,CCATCA,2.8882102966308594,1.8964725732803345,3.985079765319824,0.6264025022296708,1.453812599182129,INTERMEDIO (p10–p90)
HUANCAVELICA,HUAYTARA,QUITO-ARMA,8.00222439236111,3.7624456882476807,13.249992370605469,3.1913965620106146,8.371385145187379,INTERMEDIO (p10–p90)
APURIMAC,CHINCHEROS,CHINCHEROS,8.862443923950195,4.252137184143066,11.971702575683594,2.550789309564016,5.385676383972168,INTERMEDIO (p10–p90)
APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,10.552687072753907,6.780031204223633,14.645556449890137,3.2340523709367375,7.064143562316895,INTERMEDIO (p10–p90)
HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,3.859787702560425,3.859787702560425,3.859787702560425,0.0,0.0,INTERMEDIO (p10–p90)
HUANCAVELICA,ANGARAES,SECCLLA,2.7438440322875977,1.7349985837936401,4.1630730628967285,0.8451941876790033,1.9701493382453918,INTERMEDIO (p10–p90)
LIMA,CANETE,SAN LUIS,16.42779541015625,16.42779541015625,16.42779541015625,0.0,0.0,INTERMEDIO (p10–p90)
HUANCAVELICA,CASTROVIRREYNA,ARMA,3.993616971102628,0.28877511620521545,9.689770698547363,2.658258221005408,5.881972312927246,INTERMEDIO (p10–p90)
CUSCO,LA CONVENCION,SANTA TERESA,4.749053955078125,-2.579235792160034,14.111515998840332,4.304818879465135,11.522367998957634,INTERMEDIO (p10–p90)
PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,20.085975267610497,12.523625373840332,22.419679641723633,2.7530494681039843,6.830728530883789,CÁLIDO (≥ p90)
ICA,CHINCHA,CHAVIN,9.639810834612165,2.3790085315704346,14.753981590270996,3.4233372477460633,7.980882787704468,INTERMEDIO (p10–p90)
LIMA,CANETE,IMPERIAL,16.430891036987305,16.430891036987305,16.430891036987305,0.0,0.0,INTERMEDIO (p10–p90)
ICA,CHINCHA,SAN PEDRO DE HUACARPANA,2.0827480951944985,0.43203678727149963,3.3223836421966553,0.8778375583799651,1.827653929591179,INTERMEDIO (p10–p90)
LIMA,YAUYOS,AZANGARO,5.371482849121094,4.279153347015381,7.169602870941162,1.281218207391426,2.312359619140625,INTERMEDIO (p10–p90)
CUSCO,LA CONVENCION,HUAYOPATA,9.721012539333767,4.130631923675537,16.138160705566406,3.620855086499559,9.375393676757813,INTERMEDIO (p10–p90)
HUANCAVELICA,TAYACAJA,PAMPAS,3.2345128059387207,2.6380653381347656,3.8309600353240967,0.5964473485946774,0.9543157577514645,INTERMEDIO (p10–p90)
LIMA,YAUYOS,COCHAS,9.441377639770508,9.441377639770508,9.441377639770508,0.0,0.0,INTERMEDIO (p10–p90)
JUNIN,HUANCAYO,CHICCHE,-0.023992374539375305,-0.4010573923587799,0.3530726432800293,0.3770650178194046,0.6033040285110474,FRÍO (≤ p10)
LIMA,YAUYOS,AYAVIRI,2.0335748195648193,-0.6449684500694275,5.6098103523254395,1.7260608590758482,3.22281938791275,INTERMEDIO (p10–p90)
LIMA,YAUYOS,QUINOCAY,11.054547119140626,8.465368270874023,13.07470989227295,1.5057234606348042,3.133376121520996,INTERMEDIO (p10–p90)
LIMA,YAUYOS,QUINCHES,4.458658218383789,0.6245605945587158,8.954800605773926,3.1790985930906226,6.807152271270753,INTERMEDIO (p10–p90)
JUNIN,HUANCAYO,COLCA,3.291965961456299,1.6690956354141235,4.755347728729248,1.1232619756578412,2.3762752652168277,INTERMEDIO (p10–p90)
LIMA,YAUYOS,ALIS,0.9773391882578532,-0.6285144686698914,2.777621030807495,1.2459105671069928,2.9205181002616882,FRÍO (≤ p10)
LIMA,YAUYOS,HUANEC,0.9720284342765808,0.9720284342765808,0.9720284342765808,0.0,0.0,FRÍO (≤ p10)
LIMA,LIMA,PUNTA NEGRA,16.160107421875,15.484073638916016,16.439428329467773,0.3554509754783752,0.6896831512451183,INTERMEDIO (p10–p90)
HUANCAVELICA,TAYACAJA,QUISHUAR,10.78989028930664,8.775235176086426,12.804546356201172,2.0146555900574294,3.223448944091796,INTERMEDIO (p10–p90)
LIMA,HUAROCHIRI,MARIATANA,6.748319898332868,4.013284683227539,9.750152587890625,1.7838772346693474,4.286290073394777,INTERMEDIO (p10–p90)
LIMA,YAUYOS,SAN JOAQUIN,2.584465742111206,0.5233612060546875,5.4868998527526855,1.8987637715103987,3.9755798935890203,INTERMEDIO (p10–p90)
JUNIN,HUANCAYO,CULLHUAS,3.387267827987671,2.517516851425171,3.851112127304077,0.5216292214654856,1.0121942520141602,INTERMEDIO (p10–p90)
MADRE DE DIOS,MANU,MADRE DE DIOS,21.539839993990384,12.012667655944824,22.578950881958008,1.5536827880548956,2.782823371887204,CÁLIDO (≥ p90)
CALLAO,CALLAO,LA PERLA,,,,,,
LIMA,LIMA,SAN LUIS,17.550559997558594,17.550559997558594,17.550559997558594,0.0,0.0,INTERMEDIO (p10–p90)
LIMA,LIMA,SAN MIGUEL,17.654844284057617,17.654844284057617,17.654844284057617,0.0,0.0,INTERMEDIO (p10–p90)
